"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug E","Company Z","Cream","50 mg","50 g","229","17960","2024-03-12 00:00:00","Asia","John Gates","Clinics","Mar","Q1","Low","0.95","17062.0","1.0526","Achieved"
"Drug E","Company V","Tablet","50 mg","10 ml","1201","15965","2024-04-05 00:00:00","South America","Christine Willis","Clinics","Apr","Q2","Low","1.1","17561.5","0.9091","Below Target"
"Drug B","Company V","Tablet","500 mg","60","498","17227","2024-03-31 00:00:00","South America","Rebecca Taylor","Clinics","Mar","Q1","Low","1.1","18949.7","0.9091","Below Target"
"Drug E","Company W","Capsule","500 mg","60","1171","1301","2023-10-03 00:00:00","Asia","Lauren Johnson","Pharmacy","Oct","Q4","Low","0.95","1235.95","1.0526","Achieved"
"Drug D","Company Y","Injection","10 mg","30","429","1770","2024-05-30 00:00:00","Europe","Candace Bowen","Supermarkets","May","Q2","Low","1.1","1947.0","0.9091","Below Target"
"Drug A","Company Z","Capsule","50 mg","60","149","24712","2024-07-24 00:00:00","Asia","Chase Melendez","Online Pharmacy","Jul","Q3","Medium","0.95","23476.4","1.0526","Achieved"
"Drug B","Company Y","Cream","250 mg","60","832","41916","2024-04-19 00:00:00","South America","Mr. Austin Park","Online Pharmacy","Apr","Q2","High","1.1","46107.6","0.9091","Below Target"
"Drug C","Company X","Syrup","500 mg","50 g","324","40529","2023-08-16 00:00:00","Africa","Wendy Cowan","Clinics","Aug","Q3","High","0.9","36476.1","1.1111","Achieved"
"Drug E","Company Y","Capsule","500 mg","10 ml","244","34645","2024-04-14 00:00:00","South America","Shelly Ball","Clinics","Apr","Q2","Medium","1.1","38109.5","0.9091","Below Target"
"Drug E","Company Z","Syrup","50 mg","60","298","26167","2023-11-17 00:00:00","Europe","Nancy Evans","Supermarkets","Nov","Q4","Medium","1.1","28783.7","0.9091","Below Target"
"Drug E","Company X","Syrup","100 mg/ml","30","1148","49962","2023-12-22 00:00:00","Europe","Cathy Hooper","Clinics","Dec","Q4","High","1.1","54958.2","0.9091","Below Target"
"Drug E","Company Z","Syrup","250 mg","60","1090","1972","2023-12-31 00:00:00","Africa","Amy Garcia","Pharmacy","Dec","Q4","Low","0.9","1774.8","1.1111","Achieved"
"Drug B","Company V","Injection","100 mg/ml","100 ml","1944","26394","2024-05-01 00:00:00","Europe","Deborah Lopez","Pharmacy","May","Q2","Medium","1.1","29033.4","0.9091","Below Target"
"Drug E","Company Z","Injection","10 mg","30","835","30738","2024-06-23 00:00:00","Africa","Tiffany Lucas","Supermarkets","Jun","Q2","Medium","0.9","27664.2","1.1111","Achieved"
"Drug A","Company V","Injection","10 mg","100 ml","1156","38835","2024-04-14 00:00:00","Europe","Karen Garcia","Pharmacy","Apr","Q2","Medium","1.1","42718.5","0.9091","Below Target"
"Drug C","Company Z","Cream","500 mg","60","728","11807","2024-01-08 00:00:00","Asia","Tracy Wagner","Pharmacy","Jan","Q1","Low","0.95","11216.65","1.0526","Achieved"
"Drug E","Company Z","Syrup","250 mg","100 ml","1706","30997","2023-11-08 00:00:00","South America","Kimberly Hudson","Online Pharmacy","Nov","Q4","Medium","1.1","34096.7","0.9091","Below Target"
"Drug B","Company W","Cream","10 mg","60","1281","18807","2024-07-03 00:00:00","Europe","Walter Maldonado","Clinics","Jul","Q3","Low","1.1","20687.7","0.9091","Below Target"
"Drug A","Company Z","Capsule","100 mg/ml","30","1507","30246","2024-05-12 00:00:00","North America","Tyrone Doyle","Pharmacy","May","Q2","Medium","1.2","36295.2","0.8333","Below Target"
"Drug C","Company W","Cream","100 mg/ml","10 ml","1337","1231","2023-09-21 00:00:00","Europe","Sherry Adams","Pharmacy","Sep","Q3","Low","1.1","1354.1","0.9091","Below Target"
"Drug E","Company Z","Capsule","100 mg/ml","60","483","10434","2024-04-12 00:00:00","Asia","Brooke Russell","Supermarkets","Apr","Q2","Low","0.95","9912.3","1.0526","Achieved"
"Drug E","Company X","Injection","250 mg","50 g","1562","4538","2023-11-27 00:00:00","Europe","Stephanie Boyd","Supermarkets","Nov","Q4","Low","1.1","4991.8","0.9091","Below Target"
"Drug A","Company Y","Syrup","250 mg","50 g","1893","10971","2024-01-09 00:00:00","Africa","Thomas Vega","Clinics","Jan","Q1","Low","0.9","9873.9","1.1111","Achieved"
"Drug B","Company X","Tablet","10 mg","10 ml","368","16546","2024-03-15 00:00:00","Asia","Maria Lewis","Hospitals","Mar","Q1","Low","0.95","15718.7","1.0526","Achieved"
"Drug A","Company Z","Cream","50 mg","50 g","1781","2138","2024-01-30 00:00:00","Europe","Alexis Luna","Hospitals","Jan","Q1","Low","1.1","2351.8","0.9091","Below Target"
"Drug D","Company X","Injection","250 mg","30","440","20986","2023-10-20 00:00:00","Asia","Hannah Lynch","Clinics","Oct","Q4","Medium","0.95","19936.7","1.0526","Achieved"
"Drug E","Company Z","Syrup","100 mg/ml","100 ml","214","43574","2023-10-13 00:00:00","North America","Todd Ortiz","Pharmacy","Oct","Q4","High","1.2","52288.8","0.8333","Below Target"
"Drug B","Company W","Tablet","500 mg","30","472","19038","2024-05-19 00:00:00","North America","Wanda Salazar","Clinics","May","Q2","Low","1.2","22845.6","0.8333","Below Target"
"Drug B","Company W","Tablet","50 mg","30","1484","29949","2024-04-06 00:00:00","Africa","Margaret Patel","Supermarkets","Apr","Q2","Medium","0.9","26954.1","1.1111","Achieved"
"Drug C","Company X","Tablet","250 mg","100 ml","914","34019","2023-08-15 00:00:00","North America","Kevin Morrow","Pharmacy","Aug","Q3","Medium","1.2","40822.8","0.8333","Below Target"
"Drug C","Company Y","Capsule","10 mg","100 ml","1423","36260","2023-11-08 00:00:00","Europe","Todd Lewis","Pharmacy","Nov","Q4","Medium","1.1","39886.0","0.9091","Below Target"
"Drug A","Company Z","Tablet","500 mg","60","1566","16223","2024-02-02 00:00:00","North America","Michael Hernandez","Supermarkets","Feb","Q1","Low","1.2","19467.6","0.8333","Below Target"
"Drug C","Company Z","Syrup","10 mg","30","908","43749","2023-10-22 00:00:00","Africa","Allison Duran","Online Pharmacy","Oct","Q4","High","0.9","39374.1","1.1111","Achieved"
"Drug A","Company X","Tablet","250 mg","60","1387","44173","2024-07-02 00:00:00","North America","Angela Freeman","Pharmacy","Jul","Q3","High","1.2","53007.6","0.8333","Below Target"
"Drug C","Company V","Capsule","250 mg","60","755","34127","2023-11-08 00:00:00","South America","Jessica Andrews","Pharmacy","Nov","Q4","Medium","1.1","37539.7","0.9091","Below Target"
"Drug A","Company V","Capsule","500 mg","100 ml","1434","43000","2024-01-25 00:00:00","Asia","Jay Tate","Supermarkets","Jan","Q1","High","0.95","40850.0","1.0526","Achieved"
"Drug B","Company Z","Syrup","50 mg","10 ml","1286","1777","2023-11-03 00:00:00","Europe","Keith Davis","Hospitals","Nov","Q4","Low","1.1","1954.7","0.9091","Below Target"
"Drug D","Company V","Injection","500 mg","60","992","4119","2024-03-06 00:00:00","Asia","Dennis Simmons","Hospitals","Mar","Q1","Low","0.95","3913.05","1.0526","Achieved"
"Drug B","Company Z","Injection","100 mg/ml","60","130","37525","2024-05-03 00:00:00","Asia","Joshua Spencer","Hospitals","May","Q2","Medium","0.95","35648.75","1.0526","Achieved"
"Drug C","Company W","Tablet","100 mg/ml","10 ml","1575","15314","2023-08-03 00:00:00","Europe","Ronnie Becker","Pharmacy","Aug","Q3","Low","1.1","16845.4","0.9091","Below Target"
"Drug A","Company Y","Tablet","100 mg/ml","30","634","28930","2023-08-26 00:00:00","North America","Brittany Knight","Online Pharmacy","Aug","Q3","Medium","1.2","34716.0","0.8333","Below Target"
"Drug C","Company W","Cream","250 mg","100 ml","937","1592","2023-11-25 00:00:00","Africa","Mrs. Tammy Ferguson","Hospitals","Nov","Q4","Low","0.9","1432.8","1.1111","Achieved"
"Drug A","Company W","Injection","100 mg/ml","60","653","40612","2023-10-11 00:00:00","South America","Daniel Flores","Clinics","Oct","Q4","High","1.1","44673.2","0.9091","Below Target"
"Drug E","Company W","Cream","500 mg","30","924","12763","2023-12-28 00:00:00","Europe","Jocelyn Adams","Online Pharmacy","Dec","Q4","Low","1.1","14039.3","0.9091","Below Target"
"Drug A","Company Z","Injection","100 mg/ml","10 ml","1480","22509","2023-12-18 00:00:00","Africa","Ronald Lopez","Online Pharmacy","Dec","Q4","Medium","0.9","20258.1","1.1111","Achieved"
"Drug B","Company X","Cream","50 mg","30","1069","20868","2024-04-07 00:00:00","Europe","Sarah Anderson","Supermarkets","Apr","Q2","Medium","1.1","22954.8","0.9091","Below Target"
"Drug B","Company W","Syrup","250 mg","30","1480","28254","2024-06-13 00:00:00","Asia","Bryan Gonzalez","Supermarkets","Jun","Q2","Medium","0.95","26841.3","1.0526","Achieved"
"Drug E","Company W","Injection","50 mg","100 ml","1744","47553","2023-08-06 00:00:00","North America","Steven Knox","Supermarkets","Aug","Q3","High","1.2","57063.6","0.8333","Below Target"
"Drug E","Company Y","Injection","250 mg","30","343","15580","2023-09-06 00:00:00","Asia","Anna Shepherd","Clinics","Sep","Q3","Low","0.95","14801.0","1.0526","Achieved"
"Drug E","Company V","Cream","100 mg/ml","50 g","1448","36442","2024-06-07 00:00:00","North America","Shawn Delgado DVM","Clinics","Jun","Q2","Medium","1.2","43730.4","0.8333","Below Target"
"Drug A","Company Z","Injection","100 mg/ml","50 g","1484","24252","2023-08-22 00:00:00","Asia","Debra Nichols","Pharmacy","Aug","Q3","Medium","0.95","23039.4","1.0526","Achieved"
"Drug C","Company Z","Injection","100 mg/ml","50 g","646","39816","2024-03-21 00:00:00","South America","Leslie Cruz","Supermarkets","Mar","Q1","Medium","1.1","43797.6","0.9091","Below Target"
"Drug B","Company W","Injection","500 mg","100 ml","873","19598","2024-03-27 00:00:00","South America","Tamara Ryan","Clinics","Mar","Q1","Low","1.1","21557.8","0.9091","Below Target"
"Drug D","Company Z","Injection","500 mg","10 ml","507","2658","2023-11-17 00:00:00","Europe","Lisa Wallace","Clinics","Nov","Q4","Low","1.1","2923.8","0.9091","Below Target"
"Drug E","Company Z","Injection","100 mg/ml","30","1465","22742","2024-06-19 00:00:00","North America","Judy Alvarado","Clinics","Jun","Q2","Medium","1.2","27290.4","0.8333","Below Target"
"Drug B","Company Z","Tablet","250 mg","50 g","917","16758","2024-02-27 00:00:00","Europe","William Jones","Hospitals","Feb","Q1","Low","1.1","18433.8","0.9091","Below Target"
"Drug E","Company W","Cream","500 mg","50 g","450","4842","2024-04-21 00:00:00","Asia","Timothy Lewis","Pharmacy","Apr","Q2","Low","0.95","4599.9","1.0526","Achieved"
"Drug D","Company V","Syrup","100 mg/ml","60","1036","28098","2023-10-02 00:00:00","South America","Kristin Stewart","Clinics","Oct","Q4","Medium","1.1","30907.8","0.9091","Below Target"
"Drug D","Company W","Tablet","50 mg","30","355","16758","2023-10-04 00:00:00","Asia","Michael Gaines","Online Pharmacy","Oct","Q4","Low","0.95","15920.1","1.0526","Achieved"
"Drug E","Company Y","Capsule","10 mg","10 ml","159","10132","2023-10-13 00:00:00","North America","Rebecca Turner","Pharmacy","Oct","Q4","Low","1.2","12158.4","0.8333","Below Target"
"Drug C","Company V","Injection","100 mg/ml","30","1835","48131","2024-04-21 00:00:00","South America","Kevin Johnson","Pharmacy","Apr","Q2","High","1.1","52944.1","0.9091","Below Target"
"Drug E","Company Y","Tablet","50 mg","30","345","23783","2023-10-15 00:00:00","North America","Michelle Bowman","Online Pharmacy","Oct","Q4","Medium","1.2","28539.6","0.8333","Below Target"
"Drug C","Company Z","Capsule","100 mg/ml","30","1701","38134","2024-06-06 00:00:00","North America","Michael Burch","Clinics","Jun","Q2","Medium","1.2","45760.8","0.8333","Below Target"
"Drug C","Company X","Capsule","10 mg","30","966","29754","2023-09-27 00:00:00","North America","Angel Gonzalez","Pharmacy","Sep","Q3","Medium","1.2","35704.8","0.8333","Below Target"
"Drug A","Company X","Cream","50 mg","50 g","1876","35523","2024-05-21 00:00:00","North America","Tammy Dunlap","Pharmacy","May","Q2","Medium","1.2","42627.6","0.8333","Below Target"
"Drug D","Company Z","Tablet","10 mg","100 ml","1589","39611","2024-07-16 00:00:00","South America","John Ramirez","Hospitals","Jul","Q3","Medium","1.1","43572.1","0.9091","Below Target"
"Drug E","Company Z","Syrup","100 mg/ml","60","1236","5976","2024-03-10 00:00:00","Asia","Peter Barron","Supermarkets","Mar","Q1","Low","0.95","5677.2","1.0526","Achieved"
"Drug D","Company W","Capsule","100 mg/ml","30","406","19800","2023-10-06 00:00:00","South America","Paige Davis","Online Pharmacy","Oct","Q4","Low","1.1","21780.0","0.9091","Below Target"
"Drug E","Company W","Capsule","250 mg","60","1477","42087","2024-01-11 00:00:00","North America","Thomas Miller","Pharmacy","Jan","Q1","High","1.2","50504.4","0.8333","Below Target"
"Drug C","Company Y","Syrup","100 mg/ml","100 ml","1684","49229","2024-05-09 00:00:00","Europe","Miss Sara Hamilton","Online Pharmacy","May","Q2","High","1.1","54151.9","0.9091","Below Target"
"Drug C","Company Y","Cream","100 mg/ml","50 g","849","45151","2023-08-02 00:00:00","Europe","Brian Little","Online Pharmacy","Aug","Q3","High","1.1","49666.1","0.9091","Below Target"
"Drug A","Company X","Tablet","500 mg","50 g","849","39729","2023-08-24 00:00:00","South America","Charles White","Pharmacy","Aug","Q3","Medium","1.1","43701.9","0.9091","Below Target"
"Drug D","Company W","Capsule","50 mg","30","1743","11137","2023-11-30 00:00:00","Asia","Elizabeth Carrillo","Clinics","Nov","Q4","Low","0.95","10580.15","1.0526","Achieved"
"Drug E","Company Z","Injection","10 mg","50 g","359","14269","2023-11-07 00:00:00","North America","Amber Garcia","Supermarkets","Nov","Q4","Low","1.2","17122.8","0.8333","Below Target"
"Drug B","Company Z","Tablet","100 mg/ml","100 ml","573","4115","2024-06-12 00:00:00","South America","Katherine Velazquez","Supermarkets","Jun","Q2","Low","1.1","4526.5","0.9091","Below Target"
"Drug B","Company W","Cream","500 mg","10 ml","1330","28423","2023-09-16 00:00:00","South America","Brian Barnes","Pharmacy","Sep","Q3","Medium","1.1","31265.3","0.9091","Below Target"
"Drug E","Company Z","Tablet","100 mg/ml","30","1087","15485","2024-03-06 00:00:00","Asia","Susan Osborne","Supermarkets","Mar","Q1","Low","0.95","14710.75","1.0526","Achieved"
"Drug B","Company W","Capsule","50 mg","100 ml","404","8798","2023-10-08 00:00:00","Asia","Robin Owens","Supermarkets","Oct","Q4","Low","0.95","8358.1","1.0526","Achieved"
"Drug A","Company X","Cream","250 mg","60","1641","4850","2023-10-01 00:00:00","North America","Mr. Erik Bennett","Hospitals","Oct","Q4","Low","1.2","5820.0","0.8333","Below Target"
"Drug D","Company X","Capsule","500 mg","50 g","1013","38304","2023-09-18 00:00:00","Europe","Sarah Whitney","Pharmacy","Sep","Q3","Medium","1.1","42134.4","0.9091","Below Target"
"Drug E","Company Z","Injection","10 mg","10 ml","434","32258","2024-07-23 00:00:00","North America","Thomas Mitchell","Clinics","Jul","Q3","Medium","1.2","38709.6","0.8333","Below Target"
"Drug D","Company Y","Injection","50 mg","30","857","25111","2023-08-30 00:00:00","North America","Thomas Houston","Hospitals","Aug","Q3","Medium","1.2","30133.2","0.8333","Below Target"
"Drug E","Company V","Cream","250 mg","30","1215","3802","2024-05-22 00:00:00","South America","Kathleen Jenkins DVM","Supermarkets","May","Q2","Low","1.1","4182.2","0.9091","Below Target"
"Drug E","Company Y","Injection","250 mg","60","1206","30473","2023-10-09 00:00:00","Asia","Sara Gillespie","Hospitals","Oct","Q4","Medium","0.95","28949.35","1.0526","Achieved"
"Drug A","Company V","Cream","100 mg/ml","50 g","1028","26345","2024-01-02 00:00:00","Europe","Jennifer Jones","Clinics","Jan","Q1","Medium","1.1","28979.5","0.9091","Below Target"
"Drug B","Company X","Syrup","100 mg/ml","100 ml","1821","49772","2023-08-05 00:00:00","Europe","James Gonzalez","Clinics","Aug","Q3","High","1.1","54749.2","0.9091","Below Target"
"Drug D","Company Z","Capsule","100 mg/ml","100 ml","187","33824","2024-05-19 00:00:00","North America","Katherine George","Supermarkets","May","Q2","Medium","1.2","40588.8","0.8333","Below Target"
"Drug A","Company Z","Capsule","250 mg","10 ml","1978","10298","2024-04-27 00:00:00","South America","Melissa Spence","Online Pharmacy","Apr","Q2","Low","1.1","11327.8","0.9091","Below Target"
"Drug D","Company W","Tablet","50 mg","50 g","310","8780","2023-12-21 00:00:00","South America","Renee Thompson","Supermarkets","Dec","Q4","Low","1.1","9658.0","0.9091","Below Target"
"Drug C","Company V","Capsule","500 mg","30","1232","14892","2023-12-26 00:00:00","Africa","David Hall","Clinics","Dec","Q4","Low","0.9","13402.8","1.1111","Achieved"
"Drug E","Company W","Tablet","100 mg/ml","100 ml","1147","31546","2023-12-03 00:00:00","South America","Patricia Herrera","Supermarkets","Dec","Q4","Medium","1.1","34700.6","0.9091","Below Target"
"Drug D","Company V","Capsule","10 mg","60","157","25507","2023-09-08 00:00:00","Asia","Alan Sloan","Supermarkets","Sep","Q3","Medium","0.95","24231.65","1.0526","Achieved"
"Drug A","Company X","Capsule","100 mg/ml","30","110","48715","2024-05-05 00:00:00","South America","Tami Robles","Clinics","May","Q2","High","1.1","53586.5","0.9091","Below Target"
"Drug C","Company V","Injection","50 mg","100 ml","1496","30359","2024-01-04 00:00:00","Europe","Edgar Hughes","Online Pharmacy","Jan","Q1","Medium","1.1","33394.9","0.9091","Below Target"
"Drug D","Company V","Syrup","50 mg","50 g","1677","14519","2024-05-09 00:00:00","Africa","Melissa Gonzalez","Clinics","May","Q2","Low","0.9","13067.1","1.1111","Achieved"
"Drug C","Company Y","Syrup","10 mg","30","103","39963","2024-01-26 00:00:00","North America","Joseph Gregory","Supermarkets","Jan","Q1","Medium","1.2","47955.6","0.8333","Below Target"
"Drug D","Company W","Cream","250 mg","30","621","14108","2024-03-07 00:00:00","Africa","Daniel Bray","Pharmacy","Mar","Q1","Low","0.9","12697.2","1.1111","Achieved"
"Drug B","Company V","Tablet","500 mg","30","467","42438","2024-04-14 00:00:00","North America","Angela Gibson","Hospitals","Apr","Q2","High","1.2","50925.6","0.8333","Below Target"
"Drug A","Company V","Syrup","50 mg","60","528","12478","2024-07-19 00:00:00","Asia","Luke Moore","Pharmacy","Jul","Q3","Low","0.95","11854.1","1.0526","Achieved"
